160,FI,00001,29/12/2020,75643,5007,1413S,PO,CAD,MPAQUETT,1,6.0000000000,EA,0.0000000000,0E-20,,J,1004831,,5007
160,FI,00001,29/12/2020,75643,5007,1413S,PO,CAD,MPAQUETT,2,11.0000000000,EA,0.0000000000,0E-20,,J,1004707,,5007
