161,FI,00001,29/12/2020,75643,5007,1413S,PO,CAD,MPAQUETT,1,12.0000000000,EA,0.0000000000,0E-20,,J,1004914,,5007
161,FI,00001,29/12/2020,75643,5007,1413S,PO,CAD,MPAQUETT,2,1.0000000000,EA,0.0000000000,0E-20,,J,1022947,,5007
